|0000|007|0|01042013|30042013|KEMIRA CHEMICALS BRASIL LTDA|03944724000696||SP|336568073111|3518800|SIMULACAO||A|0|
|0001|0|
|0005|GUARULHOS|07215040|EST MUNICIPAL,      SL 3 MOD.B4B5B6|1156|SALA 03 MODULOS B4 B5 E B6|JD SANTO AFONSO|1134780846|1134780846||
|0100|JORGE ERLAN FRANCK MONTANO|21525259814|1SP219786O7||04726170|AV ALFREDO EGYDIO DE SOUZA ARANHA|100|BLOCO D 6 ANDAR|VILA CRUZEIRO|0000000000|1121894900|jorge.franck@kemira.com|3550308|
|0150|000425457000148|EKONOVA QUIMICA DO BRASIL LTDA|1058|00425457000148||255242000|4213203||RUA XV DE NOVEMBRO|5305||TESTO CENTRAL|
|0150|000536772003249|ECOLAB QUIMICA LTDA|1058|00536772003249||672138333114|3552502||RODOVIA INDIO TIBIRICA|3201||RAFFO|
|0150|001201289000170|CSJ - CIA DE SANEAMENTO DE JUNDIAI|1058|01201289000170|||3525904||ESTRADA DO VARJAO|4520||NOVO HORIZONTE|
|0150|001210857000107|KEMWATER BRASIL S/A|1058|01210857000107||16539709|2905701||RODOVIA BA 099 KM|20||ABRANTES|
|0150|001302613000146|TASSIMIN QUIMICA COM LTDA|1058|01302613000146||0679780050077|3106705||RUA TRANSBRASIL|630|630|JD. PIEMONT|
|0150|001527330001417|CESARI EMP.MULTIMODAL DE MOV. DE MAT. LTDA|1058|01527330001417||672181070117|3552502||RUA FRANCISCO MARENGO|S/N||JARDIM REVISTA|
|0150|001731616000103|MINERACAO TURMALINA LTDA|1058|01731616000103||1763169040000|3117603||FAZENDA SA TINOCO|S/N|PARTE|ZONA RURAL|
|0150|001783579000179|IBEPLAS IND.BRAS.DE EMB. PLAST. LTDA|1058|01783579000179||115072314114|3550308||R. AMAMBAI|766||VILA MARIA|
|0150|001838723003142|BRF - BRASIL FOODS S.A.|1058|01838723003142||0650129032|4310207||RUA HERMANN WASSERMANN|606|SALA 01|SEDE|
|0150|001838723004700|BRF - BRASIL FOODS S.A.|1058|01838723004700||0720126444|4311403||RUA CARLOS SPOHR FILHO|2836||LAJEADO|
|0150|001838723006753|BRF - BRASIL FOODS S.A.|1058|01838723006753||283482079|5003702||AVENIDA 04|S/N|QUADRA 13|PARQUE INDUSTRIAL|
|0150|001838723009698|BRF - BRASIL FOODS S.A.|1058|01838723009698||133406318|5105622||ROD. TRANSEFONICA|S/N -||MIRASSOL D'OESTE|
|0150|001838723011838|BRF - BRASIL FOODS S.A.|1058|01838723011838||9020384180|4104659||AVENIDA DOS PIONEIROS|2510||CARAMBEI|
|0150|001838723015310|BRF - BRASIL FOODS S.A.|1058|01838723015310||255770529|4206702||AVENIDA PRES CASTELO BRANCO|S/N||CENTRO|
|0150|001838723015400|BRF - BRASIL FOODS S.A.|1058|01838723015400||255770537|4203907||AC CIDADE ALTA|4700||CENTRO|
|0150|001838723017283|BRF - BRASIL FOODS S.A.|1058|01838723017283||102928908|5205000||RODOVIA BR-060|S/N|KM 394|SETOR INDUSTRIAL|
|0150|001838723018255|BRF - BRASIL FOODS S.A.|1058|01838723018255||103866310|5213103||RODOVIA GO 341 KM 2|5 S/N||ZONA ZURAL|
|0150|001838723022449|BRF - BRASIL FOODS S.A.|1058|01838723022449||255773510|4219309||RUA XV DE NOVEMBRO|S/N||CENTRO|
|0150|001838723025111|BRF - BRASIL FOODS S.A.|1058|01838723025111||0750052597|4311809||RODOVIA RS 324|S/N|KM 76|SANTA RITA|
|0150|001838723030972|BRF - BRASIL FOODS S.A.|1058|01838723030972||256198209|4203600||RODOVIA BR 282|S/N|KM 348 BLOCO 01|DISTRITO INDUSTRIAL|
|0150|001838723033807|BRF - BRASIL FOODS S.A.|1058|01838723033807||256821763|4204301||RUA SENADOR ATTILIO FONTANA|86|ALA 01|CENTRO|
|0150|001838723033998|BRF - BRASIL FOODS S.A.|1058|01838723033998||256821810|4204202||AV SEN ATTILIO FRANC XAVIER FONT|600||EFAPI|
|0150|001838723036237|BRF - BRASIL FOODS S.A.|1058|01838723036237||9061083720|4119905||RUA LEOPOLDO FROES|1001|ALA 01|UVARANAS|
|0150|001838723036407|BRF - BRASIL FOODS S.A.|1058|01838723036407||9060986875|4128104||AVENIDA SENADOR ATTILIO FONTANA|1501|ALA 01|PARQUE SAO JOAO|
|0150|002382073000110|PROLAGOS S.A.C.S.P AGUA E ESGOTO|1058|02382073000110||85297740|3300233||RODOVIA AMARAL PEIXOTO|S/N||BALNEARIO|
|0150|002773950000184|GOIASA GOIATUBA ALCOOL LTDA|1058|02773950000184||101331169|5209101||RODOVIA RODOVIA GO 040 KM 194|S/N|ACESSO 7 QUILOMETROS A DIREITA|ZONA RURAL|
|0150|002777131000610|HENKEL LTDA|1058|02777131000610||286048259116|3513801||RUA KARL HULLER|136||JD CANHEMA|
|0150|002798578000322|MILANO CARGAS E SERVICO LTDA|1058|02798578000322||675158576116|3552809||RUA MARECHAL C. BRANCO|471||JD-TRES MARIAS|
|0150|002914460021662|SEARA ALIMENTOS LTDA|1058|02914460021662||256724393|4209300||RODOVIA BR 116|KM 25|PARTE 01|AREA INDUSTRIAL|
