|0000|006|0|01112012|30112012|KEMIRA CHEMICALS BRASIL LTDA|03944724000696||SP|336568073111|3518800|SIMULACAO||A|0|
|0001|0|
|0005|GUARULHOS|07215040|EST MUNICIPAL,      SL 3 MOD.B4B5B6|1156|SALA 03 MODULOS B4 B5 E B6|JD SANTO AFONSO|1134780846|1134780846||
|0100|JORGE ERLAN FRANCK MONTANO|21525259814|1SP219786O7||04726170|AV ALFREDO EGYDIO DE SOUZA ARANHA|100|BLOCO D 6 ANDAR|VILA CRUZEIRO|0000000000|1121894900|jorge.franck@kemira.com|3550308|
|0150|000082024000137|CIA SANEAMENTO AMBIENTAL DISTRITO FEDERAL|1058|00082024000137||0732466700167|5300108||AVENIDA SIBIPIRUNA|LOTES|15, 17|AGUAS CLARAS|
|0150|000153088000181|AQUAPLAN TECNOLOGIA LTDA|1058|00153088000181||114175778116|3550308||RUA ENGENHEIRO MESQUITA SAMPAIO|321||CHACARA SANTO ANTON|
|0150|000163083002000|GOLDEN CARGO TRANSPORTES E LOGISTICA LTDA|1058|00163083002000||206244108110|3505708||ESTRADA DOS ALPES|855||JARDIM BELVAL|
|0150|000425457000148|EKONOVA QUIMICA DO BRASIL LTDA|1058|00425457000148||255242000|4213203||RUA XV DE NOVEMBRO|5305||TESTO CENTRAL|
|0150|000536772003249|ECOLAB QUIMICA LTDA|1058|00536772003249||672138333114|3552502||RODOVIA INDIO TIBIRICA|3201||RAFFO|
|0150|000585900000148|FOZ DE LIMEIRA S.A.|1058|00585900000148||417129983118|3526902||RUA TIRADENTES|943||CENTRO|
|0150|000763832000160|FRIGORIFICO INDUSTRIAL VALE DO PIRANGA S/A|1058|00763832000160||5219412210046|3152105||RODOVIA MG 826 KM 02 PONTE NOVA/ORATORIOS|S/N||ZONA RURAL|
|0150|001009681000383|GE WATER & PROCESS TECHNOLOGIES DO BRASIL LTDA|1058|01009681000383||669313262110|3552205||AVENIDA PARANA|4900||CAJURU DO SUL|
|0150|001201289000170|CSJ - CIA DE SANEAMENTO DE JUNDIAI|1058|01201289000170|||3525904||ESTRADA DO VARJAO|4520||NOVO HORIZONTE|
|0150|001210857000107|KEMWATER BRASIL S/A|1058|01210857000107||16539709|2905701||RODOVIA BA 099 KM|20||ABRANTES|
|0150|001302613000146|TASSIMIN QUIMICA COM LTDA|1058|01302613000146||0679780050077|3106705||RUA TRANSBRASIL|630|630|JD. PIEMONT|
|0150|001527330001417|CESARI EMP.MULTIMODAL DE MOV. DE MAT. LTDA|1058|01527330001417||672181070117|3552502||RUA FRANCISCO MARENGO|S/N||JARDIM REVISTA|
|0150|001691945000160|AGUAS DO PARANAGUA S.A.|1058|01691945000160|||4128104||RUA VIEIRA DOS SANTOS|335||CENTRO HISTóRICO|
|0150|001760325000135|CARTINT INDUSTRIA E COMERCIO DE TINTAS LTDA.|1058|01760325000135||336450090113|3518800||RUA PANAMBI|225||CUMBICA|
|0150|001783579000179|IBEPLAS IND.BRAS.DE EMB. PLAST. LTDA|1058|01783579000179||115072314114|3550308||R. AMAMBAI|766||VILA MARIA|
|0150|001838723001603|BRF - BRASIL FOODS S.A.|1058|01838723001603||2440035330|4321451||RUA ERNO DAHMER|687 A||SEDE|
|0150|001838723004700|BRF - BRASIL FOODS S.A.|1058|01838723004700||0720126444|4311403||RUA CARLOS SPOHR FILHO|2836||LAJEADO|
|0150|001838723006753|BRF - BRASIL FOODS S.A.|1058|01838723006753||283482079|5003702||AVENIDA 04|S/N|QUADRA 13|PARQUE INDUSTRIAL|
|0150|001838723009345|BRF - BRASIL FOODS S.A.|1058|01838723009345||131811053|5106224||RODOVIA BR, 163|163|KM 587|CENTRO|
|0150|001838723011838|BRF - BRASIL FOODS S.A.|1058|01838723011838||9020384180|4104659||AVENIDA DOS PIONEIROS|2510||CARAMBEI|
|0150|001838723015310|BRF - BRASIL FOODS S.A.|1058|01838723015310||255770529|4206702||AVENIDA PRES CASTELO BRANCO|S/N||CENTRO|
|0150|001838723015400|BRF - BRASIL FOODS S.A.|1058|01838723015400||255770537|4203907||AC CIDADE ALTA|4700||CENTRO|
|0150|001838723017283|BRF - BRASIL FOODS S.A.|1058|01838723017283||102928908|5205000||RODOVIA BR-060|S/N|KM 394|SETOR INDUSTRIAL|
|0150|001838723018255|BRF - BRASIL FOODS S.A.|1058|01838723018255||103866310|5213103||RODOVIA GO 341 KM 2|5 S/N||ZONA ZURAL|
|0150|001838723018840|BRF - BRASIL FOODS S.A.|1058|01838723018840||104182075|5211909||RODOVIA BR 060|KM 04||SETOR CENTRAL|
|0150|001838723022449|BRF - BRASIL FOODS S.A.|1058|01838723022449||250015609|4219309||RUA XV DE NOVEMBRO|S/N||CENTRO|
|0150|001838723025111|BRF - BRASIL FOODS S.A.|1058|01838723025111||0750052597|4311809||RODOVIA RS 324|S/N|KM 76|SANTA RITA|
|0150|001838723025626|BRF - BRASIL FOODS S.A.|1058|01838723025626||1350019612|4320404||AV. ARTHUR OSCAR|1706||CENTRO|
|0150|002382073000110|PROLAGOS S.A.C.S.P AGUA E ESGOTO|1058|02382073000110||85297740|3300233||RODOVIA AMARAL PEIXOTO|S/N||BALNEARIO|
|0150|002798578000322|MILANO CARGAS E SERVICO LTDA|1058|02798578000322||675158576116|3552809||RUA MARECHAL C. BRANCO|471||JD-TRES MARIAS|
|0150|002893209000157|ECHO WATER FILTROS COMERCIO E SERVICOS LTDA - EPP|1058|02893209000157||115326974118|3550308||RUA ITAGYBA SANTIAGO|401|QUADRA M|VILA PAULISTA|
|0150|002916265008900|JBS S/A|1058|02916265008900||419137060111|3527108||RODOVIA BR 153|S/N|KM 179 BLOCO B|ZONA RURAL|
|0150|003036867000195|WERDYAL TRATAMENTO AMBIENTAL LTDA|1058|03036867000195||0670141800045|3106705||RUA GASTAO FRANCISCO|300||VILA BOA ESPERANçA|
|0150|003264927000127|MANAUS AMBIENTAL S.A.|1058|03264927000127||041419235|1302603|600303012|RUA DO BOMBEAMENTO|01|EST BOMB PONTA ISMAEL|COMPENSA|
|0150|003298420000356|MANDA LA TRANSPORTES DE CARGAS LTDA|1058|03298420000356||336832471110|3518800||RUA BAIXIO|153||VILA NOVA CUMBICA|
|0150|003334979000122|SYSTEM MUD IND E COM LTDA|1058|03334979000122||253935989|4208203||RUA DESEMBARGADOR REIS ALVES|460 A||DAS INDUSTRIAS|
|0150|003337080000163|CSM PRODUTOS QUIMICOS LTDA|1058|03337080000163||254076475|4204202||RUA 15 DE NOVEMBRO|150||D. MAR BORM|
|0150|003364618000129|AG INDUSTRIA QUIMICA DO BRASIL LTDA - ME|1058|03364618000129||254033113|4204608||RUA ANTONIO MACARINI|770||VILA MACARINI|
|0150|003630420000140|CARMOCAL DO BRASIL LTDA|1058|03630420000140||336677918110|3518800||RUA IDA CARMINA M. RANIERI|325||JD. FATIMA|
|0150|003746938000143|STAPLES BRASIL COMERCIO DE MATERIAIS DE ESCRITORIO|1058|03746938000143||116202230118|3550308||RUA OTHAO|339||VILA LEOPOLDINA|
|0150|003794560000153|UNIVERSAL QUIMICA LTDA EPP|1058|03794560000153||131949870|5108402||RUA TENENTE J CUNHA PIRES S/N|||JARDIM MARAJOARA|
|0150|003944724000181|KEMIRA CHEMICALS BRASIL LTDA|1058|03944724000181||148452817113|3550308||RUA ALFREDO EGIDIO SOUZA ARANHA|100||VILA CRUZEIRO|
|0150|003944724000262|KEMIRA CHEMICALS BRASIL LTDA|1058|03944724000262||9023157214|4127106||RODOVIA ROD DO PAPEL PR 160|S/N|KM 16|DIST INDL DO TRIANGU|
|0150|003944724000505|KEMIRA CHEMICALS BRASIL LTDA|1058|03944724000505||206120409112|3505708||ALAMEDA ARAGUAIA|3972|LOTE 13  QUADRA 02|CENTRO|
|0150|003982931000120|EMPRESA DE SANEAMENTO DE MATO GROSSO DO SUL S.A.SANESUL|1058|03982931000120||281042489|5002704||RUA EUCLIDES DA CUNHA|975||JARDIM DOS ESTADOS|
|0150|003998269000105|PETROCLOR COMERCIAL LTDA|1058|03998269000105|||3305505||RUA PROFESSOR SOUZA|283||BAXAXA|
|0150|004060779000191|ALLONDA COMERCIAL DE GEOSSINTETICOS AMBIENTAIS LTDA|1058|04060779000191||206300105113|3505708||ALAMEDA MAMORE|503|CONJ 23 E 24|ALPHAVILLE|
|0150|004165364000182|COSTA FORTUNA FUNDACOES E CONSTRUCOES LIMITADA|1058|04165364000182||278156678112|3513009||RUA LADISLAU RETTI|675||PARQUE ALEXANDRE|
|0150|004180039000350|P.Q.T. IND E COM DE PROD QUIM LTDA|1058|04180039000350||606109199110|3545803||RUA FREDERICO AMADEU COVOLA|442||DIST. INDUSTRIAL I|
|0150|004248044000277|ONDA VERDE AGROCOMERCIAL S/A|1058|04248044000277||488052361110|3534005||ESTANCIA VALE DO RIO TURVO|S/N||ZONA RURAL|
|0150|004475244000181|L'AB ANALITICA AMBIENTAL LTDA|1058|04475244000181||392248196112|3524402||RODOVIA GERALDO SCAVONE|2300||JD. CALIFóRNIA|
|0150|004607157000130|TEHIAR SIST.DE TRANSP.LOG.LTDA|1058|04607157000130||116224163114|3550308||RUA SOLDADO JOSE VIVANCO SOLANO|1||PQ NOVO MUNDO|
|0150|004764558000790|TRANSPORTADORA ESPECIALISTA LTDA|1058|04764558000790||148517529110|3550308||RUA SERAPHIM DE CARVALHO|505||VILA GUILHERME|
|0150|004945379000163|OMNI-TECH COM E REP DE PROD QUIM LTDA|1058|04945379000163||468063943110|3532009||RUA JOAQUIM SERAFIM|445||SAO BENEDITO|
|0150|005116230000134|COLOR DYES COMERCIAL LTDA - EPP|1058|05116230000134||116404357117|3550308||RUA JOAO MEIMBERG|149||JARDIM SAO LUIZ|
|0150|005324072000108|DORF KETAL BRASIL LTDA|1058|05324072000108||0962952303|4314902||AV. DAS INDUSTRIAS|1345||SAO JOAO|
|0150|005404430000192|CIA MATONENSE DE SANEAMENTO - CMS|1058|05404430000192|||3529302||VIA LUIZ GONZAGA SILVA LEITE|200||PEDREIRA|
|0150|005658506000106|MATRYX INDUSTRIA E COMERCIO DE INSUMOS PARA TRATAMENTO DE AG|1058|05658506000106||2130029617|4314803||RUA ESTANCIA VELHA|712|FUNDOS|PORTAO VELHO|
|0150|005694833000113|ENGCLARIAN IND COM CLARIF LTDA|1058|05694833000113||664173579119|3551702||RODOVIA ALBANO BACEGA|328|STZ 152.0|ZONA INDUSTRIAL|
|0150|005928246000141|COPLASA ACUCAR E ALCOOL LTDA|1058|05928246000141||544054476110|3539608||ESTRADA VICINAL GOVERNADOR MARIO COVAS|S/N||ZONA RURAL|
|0150|005930500000146|NOVTEC TECNOLOGIA AMBIENTAL LTDA EPP.|1058|05930500000146||254670750|4202305||RODOVIA BR 101|210|KM 199 COND CNT EMP ECO BUSINE|BIGUACU|
|0150|006030747000250|ANGLO FERROUS AMAPA MINERACAO LTDA|1058|06030747000250||030287626|1600154||ESTRADA DO TEPERABA|S/N||ZONA RURAL|
|0150|006252818003446|ABENGOA BIOENERGIA AGROINDUSTRIA LTDA|1058|06252818003446||536145704110|3539301||FAZENDA SAO LUIZ|S/N|SETOR A|ZONA RURAL|
|0150|006252818003799|ABENGOA BIOENERGIA AGROINDUSTRIA LTDA|1058|06252818003799||639266150115|3549102||FAZENDA LAGOA FORMOSA|S/N|SETOR 2 KM 15 DA RODOVIA 344|ZONA RURAL|
|0150|006963985000137|LUCIANA GRAMISCELLI FERREIRA ZAVARELLO - EPP|1058|06963985000137||587272660117|3543907||RUA 21|3041||JARDIM WENZEL|
|0150|006975509000136|MAXTEC QUIMICA - COMERCIO DE PRODUTOS QUIMICOS LTDA|1058|06975509000136||636282001112|3548807||RUA AMAZONAS|669|SALA 17|CENTRO|
|0150|006993021000131|ACQUABLU SOLUCOES AMBIENTAIS E EQUIPAMENTOS|1058|06993021000131||626456530118|3547809||RUA AGUA GRANDE|131||JD. SANTO ANTONIO|
|0150|007277575000103|I&M PAPEIS E EMBALAGENS LTDA|1058|07277575000103||622071573110|3547601||PAVIMENTACAO ASFALTICA|322||FAZENDA AMALIA|
|0150|007280328000158|USINA IACANGA DE ACUCAR E ALCOOL S.A.|1058|07280328000158||339058340112|3519105||RODOVIA CEZARIO J DE CARVALHO|S/N|400KM 800MT - FAZENDA NOVA|ZONA RURAL|
|0150|007379735000117|CHAMPION TEC BRASIL SERV PROD QUIMICOS LTDA|1058|07379735000117||78008342|3302403||RUA R6|21|QUADRA 21 LOTE 08 A|NOVO CAVALEIROS|
|0150|007746576000141|METALQUIMICA QUIM E MANUTENCAO LTDA|1058|07746576000141||283373920|5002704||RUA PIASSANGUABA|4134||JD TIJUCA II|
|0150|007814918000202|EXPRESSO BR500 TRANSPORTES LTDA - EPP|1058|07814918000202||336822884110|3518800||VIELA URGA|144||NOVA BONSUCESSO|
|0150|007854402000100|EMPRESA MUNICIPAL DE AGUA E SANEAMENTO|1058|07854402000100|||4202008||AVENIDA QUARTA|250||CENTRO|
|0150|007920916000290|BSC QUIMICA LTDA|1058|07920916000290||9049828656|4115200||ESTRADA OSVALDO DE MORAIS CORREIA|1337||ZONA 41|
|0150|007993699000187|C.M.C. CIA MIN DE CONCEN DE MINERIOS LTDA|1058|07993699000187||0010065460057|3133709||JAZIDA LAGOA DAS FLORES|S/N||ZONA RURAL|
|0150|008070508000330|RAIZEN ENERGIA S.A|1058|08070508000330||202097661112|3505302||FAZENDA PAU D ALHO|S/N||ZONA RURAL|
|0150|008070508006885|RAIZEN ENERGIA S. A|1058|08070508006885||170116755113|3502101||RODOVIA ACESSO UHE 3 IRMAOS KM 3,5|S/N|FAZENDA GUANABARA|ZONA RURAL|
|0150|008070508009639|RAIZEN ENERGIA S. A|1058|08070508009639||297007790114|3514908||FAZENDA AC SOBRADO|S/N|AREA 1|ZONA RURAL|
|0150|008070508012184|RAIZEN ENERGIA S. A|1058|08070508012184||535257207113|3538709||AC BAIRRO COSTA PINTO|S/N||COSTA PINTO|
|0150|008070508012427|RAIZEN ENERGIA S.A|1058|08070508012427||349020940114|3520103||RUA ETC CORONEL QUITO|S/N|AREA 1|ZONA RURAL|
|0150|008102787000295|ARCELORMITTAL MINERACAO SERRA AZUL S.A.|1058|08102787000295||0010663930090|3133709||FAZENDA CORREGO FUNDO|S/N||ZONA RURAL|
|0150|008291225000156|ALLGE COMERCIO DE PRODUTOS QUIMICOS LTDA|1058|08291225000156||582717600113|3543402||AVENIDA BRAZ OLAIA ACOSTA|581|SALA 28 - 1 ANDAR|JARDIM CALIFORNIA|
|0150|008322396000103|USINA PORTO  DAS AGUAS LTDA|1058|08322396000103||104068477|5205471||RODOVIA GO 050, KM 11 + 900 METROS|S/N||ZONA RURAL|
|0150|008333074000151|MARIA ELISA CHAVASCO - ME|1058|08333074000151||149446068113|3550308||RUA CANUTO SARAIVA|736||MOOCA|
