|0000|005|1|01052012|31052012|KEMIRA CHEMICALS BRASIL LTDA|03944724000696||SP|336568073111|3518800|SIMULACAO||A|0|
|0001|0|
|0005|GUARULHOS|07215040|EST MUNICIPAL,      SL 3 MOD.B4B5B6|1156|SALA 03 MODULOS B4 B5 E B6|JD SANTO AFONSO|0000000000|1134780846||
|0100|JULIANA GOVASKI BIRIBA|26986806876|1SP222409O3||04726170|AV ALFREDO EGIDIO DE S. ARANHA|100||CHAC.SANTO ANTONIO|0000000000|||3550308|
|0150|000082024000137|CIA SANEAMENTO AMBIENTAL DISTRITO FEDERAL|1058|00082024000137||0732466700167|5300108||AVENIDA SIBIPIRUNA|LOTES|15, 17|AGUAS CLARAS|
|0150|000153088000181|AQUAPLAN TECNOLOGIA LTDA|1058|00153088000181||114175778116|3550308||RUA ENGENHEIRO MESQUITA SAMPAIO|321||CHACARA SANTO ANTON|
|0150|000197898000130|PIRACEMA COMERCIAL LTDA|1058|00197898000130||114259396115|3547205||R. PIRACEMA|225||SANTANA|
|0150|000425457000148|EKONOVA QUIMICA DO BRASIL LTDA|1058|00425457000148||255242000|4213203||RUA XV DE NOVEMBRO|5305||TESTO CENTRAL|
|0150|000536772000142|ECOLAB QUIMICA LTDA|1058|00536772000142||206235590113|3505708||AVENIDA GUPE|10933||JD.BELVAL|
|0150|000585900000148|FOZ DE LIMEIRA S.A.|1058|00585900000148||417129983118|3526902||RUA TIRADENTES|943||CENTRO|
|0150|000770937000146|RIOVIVO ENGENHARIA AMBIENTAL LTDA|1058|00770937000146||253728169|4202909||RODOVIA IVO SILVEIRA|690||STEFFEN|
|0150|001009681000383|GE WATER & PROCESS TECHNOLOGIES DO BRASIL LTDA|1058|01009681000383||669313262110|3552205||AVENIDA PARANA|4900||CAJURU DO SUL|
|0150|001201289000170|CSJ - CIA DE SANEAMENTO DE JUNDIAI|1058|01201289000170|||3525904||ESTRADA DO VARJAO|4520||NOVO HORIZONTE|
|0150|001210857000107|KEMWATER BRASIL S/A|1058|01210857000107||16539709|2905701||RODOVIA BA 099 KM|20||ABRANTES|
|0150|001302613000146|TASSIMIN QUIMICA COM LTDA|1058|01302613000146||0679780050077|3106705||RUA TRANSBRASIL|630|630|JD. PIEMONT|
|0150|001512260000109|ARC-SUL IND E COM DE PROD QUIM LTDA|1058|01512260000109||278061640117|3513009||RUA TOMAS SEPE|523||GRANJA VIANA|
|0150|001527330001417|CESARI EMP.MULTIMODAL DE MOV. DE MAT. LTDA|1058|01527330001417||672181070117|3552502||RUA FRANCISCO MARENGO|S/N||JARDIM REVISTA|
|0150|001691945000160|AGUAS DO PARANAGUA S.A.|1058|01691945000160||9012689672|4128104||RUA VIEIRA DOS SANTOS|335||CENTRO HISTóRICO|
